author,name
http://sdm_lab/560186fe45cedb3395e68ea0,Deborah J. Armstrong
http://sdm_lab/53f556d0dabfaea7cd1d94db,J. P. Lewis
http://sdm_lab/53f46346dabfaeecd6a00eda,James Aspnes
http://sdm_lab/53f38cf3dabfae4b34a3c6b2,Kevin Knight
http://sdm_lab/54084d20dabfae92b423b2fe,J. Guevara
http://sdm_lab/56018a6f45cedb3395e6d73f,Douglas R. Smith
http://sdm_lab/53f451a9dabfaee2a1d6179d,CharloGe Cabanel
http://sdm_lab/53f42eecdabfaedf4352a92f,Charles Perrow
http://sdm_lab/53f431fcdabfaee0d9b3754b,Sampsa Lappalainen
http://sdm_lab/5601881945cedb3395e6bc16,Steven Bird
http://sdm_lab/53f44ab8dabfaee02ad2a934,M. KolaÅ™Ã­k
http://sdm_lab/544888c5dabfae87b7e3df59,Michael Luck
http://sdm_lab/53f42b9ddabfaec22b9fbc69,Futai Zhang
http://sdm_lab/53f4522adabfaec09f1f6a3f,Gh. PÄƒun
http://sdm_lab/5489c091dabfae9b40134ced,Scott Pakin
http://sdm_lab/53f42f8cdabfaec22ba3386c,Wido Menhardt
http://sdm_lab/548ca90edabfaed7b5fa45a4,Antonis C. Kakas
http://sdm_lab/53f42d74dabfaeb2acfeb3b9,Edwin Hutchins
http://sdm_lab/53f44db4dabfaec09f1e57e9,Bryan Costales
http://sdm_lab/53f42c35dabfaeb22f3f66f4,Sing Bing Kang
http://sdm_lab/548ce0c8dabfae8a11fb4d76,Pamela Zave
http://sdm_lab/53f43b66dabfaeb22f4a2397,H. J. Veldman
http://sdm_lab/5408ec76dabfae8faa6646d4,Paul Smith
http://sdm_lab/53f43747dabfaee02acd1dfa,Yu David Liu
http://sdm_lab/53f44accdabfaee02ad2ad6b,R. Nigel Horspool
http://sdm_lab/53f438cddabfaee2a1cfd640,"Robert J. Jenkins, Jr."
http://sdm_lab/53f4c8c2dabfaee57c77da9c,Frank Davidoff
http://sdm_lab/5601889945cedb3395e6c69a,Anne Canteaut
http://sdm_lab/53f43967dabfaeee229c7803,David Faulhaber
http://sdm_lab/53f81e08dabfae90ec1486c2,Daniel Gordon
http://sdm_lab/53f3756edabfae4b349cf316,Hao Zhang
http://sdm_lab/53f44a4bdabfaee43ec8d584,Xenophon Sachinis
http://sdm_lab/53f437c9dabfaee43ec3cc0b,A. Toet
http://sdm_lab/53f42e45dabfaedf4352266a,Bailin Deng
http://sdm_lab/56017c1845cedb3395e6203e,Marcia McNutt
http://sdm_lab/53f45de8dabfaee43ecd71fd,Layla Gaye
http://sdm_lab/54326c9bdabfaeb4c6a840bc,Dave Clarke
http://sdm_lab/5448e2dadabfae87b7e8c7a3,J. Hennig
http://sdm_lab/53f47fb6dabfaee4dc8ad09f,Paula Roberts
http://sdm_lab/54092e08dabfae450f4683cc,James C. Phillips
http://sdm_lab/53f64135dabfae8d529bf12c,Mihir Bellare
http://sdm_lab/53f43069dabfaee1c0a5a35c,Julie R. Carrington
http://sdm_lab/53f45ebfdabfaee1c0b4bf9d,Vijay Parsa
http://sdm_lab/53f45d6adabfaee43ecd5778,Darlene Crane
http://sdm_lab/53f4302cdabfaeb1a7bae982,Joe Schallan
http://sdm_lab/5601796f45cedb3395e5e933,"Jawahar, P.M."
http://sdm_lab/5601790845cedb3395e5e101,Judith Kelner
http://sdm_lab/53f45f69dabfaee2a1d94757,Borut ZupanÄiÄ
http://sdm_lab/543034f2dabfaeca69bd68aa,David Hutchison
http://sdm_lab/53f44facdabfaeecd69d1560,Jeyarajan Thiyagalingam
http://sdm_lab/53f432b0dabfaedce5508d07,Tomas Salles
http://sdm_lab/53f42e74dabfaeb22f4162e3,Mark Hayden
http://sdm_lab/53f45b85dabfaee2a1d87119,Yvonne Dittrich
http://sdm_lab/53f38c35dabfae4b34a37a60,Lars Noschinski
http://sdm_lab/53f434dbdabfaec09f16f376,Anton van Zanten
http://sdm_lab/53f43a6cdabfaee0d9b8aa0c,Toby Donaldson
http://sdm_lab/5601872d45cedb3395e697ee,John Bell
http://sdm_lab/53f463eadabfaee4dc843e1a,Sheila Clows
http://sdm_lab/542a9503dabfae646d574214,Xin Liao
http://sdm_lab/53f43950dabfaec22ba9d20b,P. S. Newman
http://sdm_lab/53f435bfdabfaec22ba7c32a,SÃ¸Ren Riis
http://sdm_lab/53f42d0cdabfaeb1a7b862ec,J. Morbach
http://sdm_lab/53f45a92dabfaeb22f510d6f,Kristoffer Kvam
http://sdm_lab/53f43a7adabfaee0d9b8b15c,Pierre Matet
http://sdm_lab/53f4d393dabfaef205f81207,Karsten Schmidt-GÃ¶ttsch
http://sdm_lab/56017bec45cedb3395e61af9,"Van Valkenburg, M."
http://sdm_lab/53f47038dabfaedd74e90614,Daniel L. Schwartz
http://sdm_lab/53f452d0dabfaeee22a26df5,Patricia L Mabry
http://sdm_lab/53f46c6ddabfaeecd6a24476,IÃªda Chaves Pacheco Russo
http://sdm_lab/53f42e48dabfaedce54d11a1,Tom Minka
http://sdm_lab/53f42cdedabfaedce54bdbd6,O. Greenberg
http://sdm_lab/53f444f9dabfaee1c0ae7023,Olaf Noppens
http://sdm_lab/53f4315edabfaeb2ac01c45d,Mo Adam Mahmood
http://sdm_lab/53f4359adabfaee2a1cdfb6b,A. Rousseau
http://sdm_lab/53f438e1dabfaec09f194e70,Richard Banach
http://sdm_lab/53f48dccdabfaea7cd1d4614,Rong Jin
http://sdm_lab/53f43777dabfaec09f186b64,Heinz-H. Erbe
http://sdm_lab/560187f845cedb3395e6b88f,Michael Kircher
http://sdm_lab/53f4486edabfaee0d9bbb8a5,Alexey B. Piunovskiy
http://sdm_lab/53f43887dabfaedce5542dc4,Philip D. Nicholson
http://sdm_lab/53f4be77dabfaedce5656889,Glenn E. Weaver
http://sdm_lab/53f7b2bfdabfae9060addacb,G. Landsberg
http://sdm_lab/53f4b83bdabfaeb22f577002,Yang Wang
http://sdm_lab/53f45147dabfaee4dc7fd8d9,Michael Stal
http://sdm_lab/53f46d75dabfaee4dc86a424,Wilfried Sieg
http://sdm_lab/53f35233dabfae4b3494cf69,Michelangelo Fossa
http://sdm_lab/53f47570dabfaeb2ac12fe3e,Gerald F. Harris
http://sdm_lab/53f454a5dabfaedf43604fc0,Leonid Rivkin
http://sdm_lab/53f44bd6dabfaec09f1dea7a,Jan KodovskÃ½
http://sdm_lab/5406ad26dabfae92b421e40b,Ralf Denzer
http://sdm_lab/53f44714dabfaefedbb17076,Richard HÃ©bert
http://sdm_lab/5433e580dabfaebba582c585,Kevin Lano
http://sdm_lab/53f432a2dabfaedf43559099,Stjepan Rajko
http://sdm_lab/53f44401dabfaee4dc7c78f6,Xiaolong Xin
http://sdm_lab/5601793145cedb3395e5e4b8,Lothar Schmitz
http://sdm_lab/53f43c56dabfaec09f1b16d1,Gabriel L Hart
http://sdm_lab/53f44926dabfaedf435d7a78,Oury Atlan
http://sdm_lab/543a7adedabfaeee55e2488b,Lei Wu
http://sdm_lab/5448b55bdabfae87b7e68206,Jean-Paul A. BarthÃ¨s
http://sdm_lab/53f42f8fdabfaee43ebe0f1d,Christian Blum
http://sdm_lab/53f44d4cdabfaee1c0b08736,Marco Gaertler
http://sdm_lab/540696e8dabfae44f0844946,Michael A. Langston
http://sdm_lab/53f43b38dabfaedd74dcf31b,Sven Laumer
http://sdm_lab/53f62ff5dabfae50b397f377,Marcelo Coelho
http://sdm_lab/53f453acdabfaeee22a2a117,Sourav Sen Gupta
http://sdm_lab/53f42a6bdabfaec22b9e8cfe,Sigurd Meldal
http://sdm_lab/53f42f2bdabfaeb2ac000a9c,Sanjiva Weerawarana
http://sdm_lab/53f45e43dabfaedf43627a08,Richard Draves
http://sdm_lab/53f462e5dabfaedd74e5bc09,A. Atarashi
http://sdm_lab/53f447fedabfaee1c0af2ee5,Daniel Rudolph
http://sdm_lab/53f46bb3dabfaeee22a67847,Kim Strobl
http://sdm_lab/53f42f8adabfaee2a1c97b67,Vijay ATLURI
http://sdm_lab/53f3837fdabfae4b34a04387,Ishwar V. Basawa
http://sdm_lab/5601880d45cedb3395e6baf6,Staff
http://sdm_lab/56017be245cedb3395e61a12,Thomas Kreuz
http://sdm_lab/53f42cf5dabfaeb2acfe425e,C. J. Gross
http://sdm_lab/53f46bd1dabfaeecd6a221ae,Hanan Elazhary
http://sdm_lab/53f43572dabfaedce5526e50,Dieter Kallinke
http://sdm_lab/53f441d0dabfaedf435be06b,Mario R. Barbacci
http://sdm_lab/53f432fadabfaeb22f44e6d2,Jon Prindiville
http://sdm_lab/5432f89bdabfaeb4c6aa1bcc,Mark Bull
http://sdm_lab/5601813045cedb3395e65cad,Martin NÃ¶llenburg
http://sdm_lab/5405a30adabfae44f081c321,Alain J. Martin
http://sdm_lab/53f46d06dabfaee2a1dc948c,Astrid SchÃ¼tz
http://sdm_lab/544808e6dabfae87b7dc7d30,Peter BÃ¤uerle
http://sdm_lab/53f499e8dabfaeb1a7cd28e8,Fernando Pedone
http://sdm_lab/53f44375dabfaeee229ec7ee,C.-H. Luke Ong
http://sdm_lab/53f45e3bdabfaedd74e4a4d4,Storrs McCall
http://sdm_lab/53f43468dabfaee43ec1ca4d,Ross L. Hatton
http://sdm_lab/53f440dcdabfaee4dc7c061c,Richard A. Brualdi
http://sdm_lab/53f42bcedabfaec09f0fc416,JÃ¶rg Hermes
http://sdm_lab/542aa319dabfae61d4998f14,Ye Huang
http://sdm_lab/53f457eddabfaedf4361186e,Kevin Tyson
http://sdm_lab/54057541dabfae92b41d6766,Antonio Restivo
http://sdm_lab/53f436e3dabfaedf43583a96,Yosemite Lanes
http://sdm_lab/53f433b0dabfaeee2298fa11,Holger Eichelberger
http://sdm_lab/53f5635adabfae5e76f80582,Roberta L. Klatzky
http://sdm_lab/53f4930edabfaeb15a77bbb6,Uta Pankoke-Babatz
http://sdm_lab/53f42f8bdabfaeb2ac0053e5,Roland WismÃ¼ller
http://sdm_lab/53f479c0dabfae8a6845bdca,Tien-Tsin Wong
http://sdm_lab/53f4381fdabfaedd74db0936,Amitai Armon
http://sdm_lab/53f42ef2dabfaee1c0a47ad5,Jeremy Risner
http://sdm_lab/53f432d1dabfaeee22985a98,Lance J. Rips
http://sdm_lab/54055700dabfae92b41c6090,Kenneth D. Forbus
http://sdm_lab/53f48d44dabfaea7cd1d1dca,Tony Jebara
http://sdm_lab/53f4568bdabfaee43ecbd5cc,Liwei Lin
http://sdm_lab/5430ee8fdabfae8f2911bc94,Jun Oishi
http://sdm_lab/5601790045cedb3395e5e04e,E. D. Merrill
http://sdm_lab/53f458d0dabfaee43ecc5e35,C. C. Moallemi
http://sdm_lab/53f46725dabfaeb22f540825,Ana Almeida Matos
http://sdm_lab/5601763845cedb3395e5adb4,"Katagami, D."
http://sdm_lab/53f4369bdabfaedd74da26e2,Juri Kropotov
http://sdm_lab/53f42d07dabfaedf435119b3,Christine Montgomery
http://sdm_lab/53f438fddabfaeb22f48a719,David B. Lowe
http://sdm_lab/5408386bdabfae450f400927,V Iyer
http://sdm_lab/53f35c72dabfae4b3497424f,Tim Purcell
http://sdm_lab/53f32258dabfae9a8445d62a,R. S. Ingarden
http://sdm_lab/53f44ed0dabfaeecd69cdf96,Clara PonsatÄ±Ì
http://sdm_lab/5441028ddabfae805a71cde6,Gordon S. Blair
http://sdm_lab/53f45840dabfaee1c0b34b4c,Yasuo Takada
http://sdm_lab/53f45084dabfaee02ad41e61,Stefan Brosig
http://sdm_lab/53f435b9dabfaedf4357a460,Mark Mages
http://sdm_lab/53f4316bdabfaeb1a7bbe64e,G. Westheimer
http://sdm_lab/544816e0dabfae809f4d2693,Weidong Gao
http://sdm_lab/53f4722adabfaeee22a7f4f6,Hiroya Yamada
http://sdm_lab/53f39ba4dabfae4b34a97685,Ken Sakamura
http://sdm_lab/5406e229dabfae8faa628ff9,Franz Lehner
http://sdm_lab/5406aed8dabfae8faa61962b,Pierre Moulin
http://sdm_lab/53f43a7fdabfaeecd6985d56,Eung Gi Paek
http://sdm_lab/53f42c9fdabfaec09f10994f,Robert Beals
http://sdm_lab/53f3a29ddabfae4b34ac3afd,Yasuo Kuniyoshi
http://sdm_lab/53f7a658dabfae938c6cb0c0,Kai Yang
http://sdm_lab/53f43871dabfaedf43592ddd,Marlene Goncalves
http://sdm_lab/53f38c67dabfae4b34a38d71,Robyn Taylor
http://sdm_lab/53f4806cdabfae963d25a184,Ion Stoica
http://sdm_lab/53f49559dabfaee0d9c747c4,Julian A. Padget
http://sdm_lab/53f44a35dabfaeecd69bc21a,Hedley Morris
http://sdm_lab/53f45292dabfaefedbb42a72,John Wilkes
http://sdm_lab/56017bf745cedb3395e61c4f,Long Jessica B
http://sdm_lab/53f4375cdabfaee02acd2a09,Erik Wilde
http://sdm_lab/548449afdabfae8a11fb1fc8,AntÃ³nio Branco
http://sdm_lab/54335435dabfaeb4c6ab65cf,Dennis Reidsma
http://sdm_lab/5405e12adabfae44f0830478,Jennifer Kay
http://sdm_lab/53f45bb3dabfaee2a1d87ab3,Sang-Soo Lee
http://sdm_lab/548997a5dabfae9b40134b74,Achim D. Brucker
http://sdm_lab/548988addabfaed7b5fa3cbc,Henrik Jeldtoft Jensen
http://sdm_lab/53f46718dabfaec09f242707,Mark Voelpel
http://sdm_lab/53f462a2dabfaee4dc83e9b5,Peter Tittmann
http://sdm_lab/53f473bddabfaedd74e9e789,Matt Clausen
http://sdm_lab/53f42cefdabfaee1c0a2cece,Joram Hirschfeld
http://sdm_lab/53f42d67dabfaeb1a7b8b3b3,Antonio J. Alencar
http://sdm_lab/56cb189bc35f4f3c65654d46,Wei-Shi Zheng
http://sdm_lab/53f45ad4dabfaee1c0b3e206,Bonnie Mitchell
http://sdm_lab/53f43abbdabfaee43ec59c69,Stephan W. Eder
http://sdm_lab/53f473a5dabfaedd74e9e17c,Roland Womack
http://sdm_lab/54084620dabfae450f4071cb,Fabio Panzieri
http://sdm_lab/53f45a95dabfaeb1a7c75ac9,Eric Delson
http://sdm_lab/53f42c98dabfaedd74d2b24b,Alexander Migdal
http://sdm_lab/53f7c0eadabfae90ec11aab0,Ivan Porres
http://sdm_lab/5406e3c2dabfae450f3f2d87,Hongwei Wu
http://sdm_lab/53f46702dabfaee4dc850a03,Thorsten Liebig
http://sdm_lab/53f43220dabfaedf435528ff,Manuel Barbosa
http://sdm_lab/53f45445dabfaeecd69e33aa,Peter F. Stadler
http://sdm_lab/56017dba45cedb3395e6407b,Wei Dou
http://sdm_lab/5448ba50dabfae87b7e6e61c,Yuta Sugiura
http://sdm_lab/53f44392dabfaefedbb0a255,Otilia Parlog
http://sdm_lab/53f44074dabfaee0d9ba1c75,Marc Yates
http://sdm_lab/53f32c6bdabfae9a84494ead,Paul J. Diefenbach
http://sdm_lab/53f4515ddabfaee1c0b192db,Lukas Sekanina
http://sdm_lab/5448d862dabfae87b7e85313,Elizabeth Dykstra-Erickson
http://sdm_lab/53f42e7bdabfaeb22f4166f1,Dennis Awang
http://sdm_lab/53f472ccdabfaee43ed26eb2,Jianyu You
http://sdm_lab/53f4554fdabfaeee22a304b5,Hodgkin D C
http://sdm_lab/53f4367adabfaee4dc7838cd,Esmeralda Ruiz
http://sdm_lab/53f47491dabfaee02adccb7f,Helmut Seidl
http://sdm_lab/53f474acdabfaeb2ac12cd29,Uwe Nestmann
http://sdm_lab/53f556d0dabfaea7cd1d9528,J. P. Lewis
http://sdm_lab/53f431d3dabfaedf4354eb7e,K. S. Louis
http://sdm_lab/53f42c1bdabfaedf435031a3,Edward Nawarecki
http://sdm_lab/53f44ecddabfaee1c0b0e6ae,Hadi Rahiminia
http://sdm_lab/53f4582adabfaee02ad5f958,Gilles Bertrand
http://sdm_lab/54410505dabfae805a71ece0,Nick Barnes
http://sdm_lab/53f43208dabfaeb1a7bc65d9,JoÃ£o Marcelo X. N. Teixeira
http://sdm_lab/53f43030dabfaeb2ac00d2ac,Alan L. Yuille
http://sdm_lab/5433d1cedabfaebba5829e85,Oussama Khatib
http://sdm_lab/53f42cd0dabfaeb1a7b82d62,Renuka B. Prasad
http://sdm_lab/53f43690dabfaee43ec31586,Jim Goodwin
http://sdm_lab/5440992adabfae7d84b8a990,Mark Handley
http://sdm_lab/53f4772fdabfaefedbbb1433,Gerhard Behrendt
http://sdm_lab/53f42a0edabfaec22b9e72d1,Bettina Kemme
http://sdm_lab/53f43062dabfaec22ba3e46d,Oznur Ozkasap
http://sdm_lab/53f4338bdabfaee43ec12a0b,Anastasia Panoui
http://sdm_lab/5434fafedabfaebba5888d48,A. Pirotte
http://sdm_lab/562cf02e45cedb3398d0aa16,Michael Zapf
http://sdm_lab/53f46804dabfaee2a1db57d8,Kate Scatchard
http://sdm_lab/53f45c85dabfaeb22f517780,Marcus BlÃ¼mel
http://sdm_lab/5405cb1bdabfae44f08297db,Michael Pfender
http://sdm_lab/54853e3cdabfae8a11fb2724,Milan Randic
http://sdm_lab/53f35388dabfae4b34952f06,Roland JÃ©gou
http://sdm_lab/53f42c91dabfaeb22f3fc09a,Randall Wright
http://sdm_lab/5408816adabfae450f422563,Alvaro A. A. Fernandes
http://sdm_lab/53f460bbdabfaeee22a3efe2,Hermann K.-G. Walter
http://sdm_lab/53f47297dabfaedf436750d0,Robert D. Levine
http://sdm_lab/5448e633dabfae87b7e8f907,H. Toutenburg
http://sdm_lab/53f4536bdabfaeb22f4f52f5,C. A. Cox
http://sdm_lab/53f430cedabfaec22ba43c08,Sang Min Yoon
http://sdm_lab/53f42f25dabfaee43ebdbe2f,JÃ¼rgen GrotepaÃŸ
http://sdm_lab/54054904dabfae450f3a0838,Hantao Zhang
http://sdm_lab/5487fa56dabfaed7b5fa33f5,Leon Urbas
http://sdm_lab/5408b1d4dabfae450f43744d,Manuel Oliveira
http://sdm_lab/53f4578cdabfaee43ecc1016,D.R. Ireland
http://sdm_lab/5447f1f7dabfae87b7db4142,Derick Wood
http://sdm_lab/53f368a2dabfae4b349a34ac,Paul ErdÅ‘s
http://sdm_lab/5405c193dabfae8faa5fc7d5,Steven N. Durlauf
http://sdm_lab/53f437f9dabfaee2a1cf4faa,Monica S. Castelhano
http://sdm_lab/53f82bdbdabfae9060b1339b,Stephen M Smith
http://sdm_lab/53f42e40dabfaee02ac6c53b,Gary Taylor
http://sdm_lab/5433b794dabfaebba5820769,Kiyoshi Hoshino
http://sdm_lab/53f474d4dabfaefedbba79f6,Todd Zickler
http://sdm_lab/56017c0145cedb3395e61de7,Ian Tilsed
http://sdm_lab/53f42ba4dabfaec09f0f9814,Pedro Javier GarcÃ­a
http://sdm_lab/53f4d505dabfaeedcf7830d7,Mark Ginsburg
http://sdm_lab/5488824ddabfaed7b5fa38d1,Eric A. Weiss
http://sdm_lab/541012e0dabfae450f4cd4ea,Shuji Hashimoto
http://sdm_lab/53f4356adabfaeb2ac04ab14,David O. Williams
http://sdm_lab/53f47ae4dabfaefedbbbc222,Tsz Lock Vien Cheung
http://sdm_lab/53f466d9dabfaedd74e6b845,Brett D. Fleisch
http://sdm_lab/53f438f1dabfaee02ace2dc2,Konrad Wolf
http://sdm_lab/53f437f5dabfaeb1a7c02766,E. P. Robinson
http://sdm_lab/53f43aa6dabfaee0d9b8d13e,Joey K. Tuttle
http://sdm_lab/53f43767dabfaeee229b40c5,Heribert SchÃ¼tz
http://sdm_lab/53f4676bdabfaee4dc85246c,Wldyslaw Kozaczuk
http://sdm_lab/53f42fd7dabfaeb1a7baa636,Carlo Guardiani
http://sdm_lab/53f4461adabfaeecd69ab75b,Ion Ivan
http://sdm_lab/548e1e2fdabfaef989f091ed,Brian D. O. Anderson
http://sdm_lab/560187cb45cedb3395e6afc0,Marc H. Brown
http://sdm_lab/53f43022dabfaedd74d596dd,Charles J. Poole
http://sdm_lab/5408cc19dabfae450f4425df,David Carter
http://sdm_lab/5408737edabfae450f41bc35,Ivan Viola
http://sdm_lab/53f43c56dabfaee2a1d1afd9,Ibm Australia
http://sdm_lab/560187df45cedb3395e6b300,Robert Gilmore
http://sdm_lab/53f428bbdabfaec22b9e1094,A. Rothkegel-Schramm
http://sdm_lab/53f43346dabfaeb22f451d85,Matthew Aubury
http://sdm_lab/53f429c8dabfaeb1a7b64611,Hans L. Bodlaender
http://sdm_lab/53f43d1cdabfaec09f1b2e97,Terukazu Mizota
http://sdm_lab/5405e4a3dabfae450f3dec15,Lorenz Fischer
http://sdm_lab/54324219dabfaeb5449a3550,NIE Xue-jian
http://sdm_lab/53f46522dabfaedf43641063,Leonid Bunimovich
http://sdm_lab/53f42c05dabfaedd74d22374,Jocelyn Penny Small
http://sdm_lab/53f4551adabfaeecd69e66b3,Martin Greiner
http://sdm_lab/53f475c4dabfaeee22a8d07b,Carol Pitts Hawks
http://sdm_lab/54591316dabfaeb0fe2e0f2a,Dan Pei
http://sdm_lab/53f42b4ddabfaedd74d160c6,J. Treichler
http://sdm_lab/53f447d3dabfaee2a1d3a166,Dolores Kaufman
http://sdm_lab/54331620dabfaeb5421760d1,Andreas Pfitzmann
http://sdm_lab/53f4325edabfaedce5504e08,Piero Gottardi
http://sdm_lab/53f31992dabfae9a8442c58f,Alain Guisan
http://sdm_lab/53f4393fdabfaedf4359b0d7,D.A. Dewasurendra
http://sdm_lab/53f43289dabfaee2a1cbea02,Kate Clarke
http://sdm_lab/543029eddabfaeca69bd05af,John Geanakoplos
http://sdm_lab/53f4cb59dabfaeeb11f80be9,A. K. Kaushik
http://sdm_lab/53f45f30dabfaedd74e4dbe5,Oliver HÃ¼hn
http://sdm_lab/53f37d94dabfae4b349eb323,Ole Immanuel Franksen
http://sdm_lab/53f42be1dabfaeb22f3f1253,Michele Tepper
http://sdm_lab/53f437f6dabfaeee229b9622,Chris Speed
http://sdm_lab/54872caedabfae9b401342d3,Stan Kelly-Bootle
http://sdm_lab/53f444d5dabfaedf435c6717,Heiner MÃ¼ller-Merbach
http://sdm_lab/53f36da0dabfae4b349b5737,Seifedine Kadry
http://sdm_lab/53f5a145dabfaeffbaf8047e,Michael Wolfe
http://sdm_lab/53f45822dabfaeecd69f1a55,Jennifer Daumec
http://sdm_lab/53f475addabfaeee22a8ca61,Alan Borning
http://sdm_lab/53f43167dabfaeb1a7bbe369,Steven E. Waldren
http://sdm_lab/54109691dabfae44f08c2770,Haruo Noma
http://sdm_lab/5434ed5fdabfaebba587fa88,Mohit Jain
http://sdm_lab/54054cbddabfae8faa5bedcf,Belur V. Dasarathy
http://sdm_lab/53f46a9cdabfaedf43656838,Jarke J. van Wijk
http://sdm_lab/5601754345cedb3395e59457,Jiahua Zhang
http://sdm_lab/53f3a9bedabfae4b34aef68a,Maribel Martinez Galindo
http://sdm_lab/53f46a0adabfaedf436546aa,Alain Abelhauser
http://sdm_lab/5432effadabfaeb4c6a9e392,Joe Sawada
http://sdm_lab/53f44ebddabfaeb22f4e1f41,Sergei Soloviev
http://sdm_lab/53f42e44dabfaedd74d42684,Anna B. Romanowska
http://sdm_lab/53f4d5b4dabfaeedcf7831c4,Jason Wang
http://sdm_lab/53f47832dabfaec09f2852a8,Mordechay Schneider
http://sdm_lab/5440a6a0dabfae7d84b9a8f6,Gerry Stahl
http://sdm_lab/5484b161dabfae9b40132ff0,Gualtiero Volpe
http://sdm_lab/560186dd45cedb3395e68a12,"Wasserman, Philip D."
http://sdm_lab/53f431f7dabfaee2a1cb73c2,Alice Miller
http://sdm_lab/53f43644dabfaeb1a7bf32c8,Margaret Thomas Kelso
http://sdm_lab/56017e3245cedb3395e6498b,Anne Canteaut
http://sdm_lab/54410747dabfae805a720821,Jean Cardinal
http://sdm_lab/53f458aadabfaec09f20ed3a,W. Nazarewicz
http://sdm_lab/53f4325edabfaeb1a7bcaf10,Ariel Guersenzvaig
http://sdm_lab/53f470e0dabfaee43ed1f7ce,Randy Kemp
http://sdm_lab/53f43389dabfaeb1a7bd7a6b,David A. Basin
http://sdm_lab/53f4b235dabfaedce56459b6,Meredith K Whitaker
http://sdm_lab/540894a3dabfae450f42a81c,Wolfgang Strasser
http://sdm_lab/53f46002dabfaee02ad7b4e0,Gerd Reimann
http://sdm_lab/53f438c7dabfaee02ace0dc4,Andreas Reuys
http://sdm_lab/54068f04dabfae44f08407e6,Takashi Matsuyama
http://sdm_lab/53f44a35dabfaee4dc7e0b69,David J. Duke
http://sdm_lab/53f437ebdabfaeee229b8ef9,David Schiff
http://sdm_lab/54330c62dabfaeb542174ca4,Klaus Weihrauch
http://sdm_lab/53f430c6dabfaee02ac8ba34,Fumitoshi Matsuno
http://sdm_lab/5405498edabfae92b41beb05,David Gelernter
http://sdm_lab/53f319b9dabfae9a8442d494,Jerome Haupert
http://sdm_lab/53f469eedabfaedd74e77f08,Tilman BÃ¶rgers
http://sdm_lab/53f45122dabfaedd74e19296, Jon Hindmarsh
http://sdm_lab/5430ef26dabfae8f2911c0f3,B. Heusch
http://sdm_lab/5440e37adabfae805a70438e,Ergun Akleman
http://sdm_lab/53f46298dabfaeb22f52d471,Ali K. ParlaktÃ¼rk
http://sdm_lab/5601792945cedb3395e5e400,Jones Tania
http://sdm_lab/53f471d4dabfaec09f26bf50,Vivike Sedov
http://sdm_lab/53f43341dabfaedf4355f5d2,Prasad Akella
http://sdm_lab/544899bbdabfae87b7e4ce0f,Jan Arne Telle
http://sdm_lab/53f44eeddabfaec09f1e9dde,Santosh S. Venkatesh
http://sdm_lab/53f45682dabfaee43ecbd429,Michael J. McCloskey
http://sdm_lab/53f437c4dabfaeb2ac05f9bf,K.M. Bolton
http://sdm_lab/5448d099dabfae87b7e7e865,Ian F. C. Smith
http://sdm_lab/53f468ffdabfaec09f24a36c,Ming-Yang Yu
http://sdm_lab/53f434b2dabfaeecd694fa18,Tanja Petrovic
http://sdm_lab/53f453d4dabfaee02ad4f111,Bart Sautois
http://sdm_lab/53f431b0dabfaee1c0a6b6ef,Christopher Hendryx
http://sdm_lab/53f429c5dabfaec09f0e302b,Leonard D. Baumert
http://sdm_lab/53f43118dabfaee43ebf50c8,Paolo Bouquet
http://sdm_lab/53f42a9fdabfaec22b9e9c18,Bernd Borchert
http://sdm_lab/53f48d85dabfaea7cd1d2fda,David Heckerman
http://sdm_lab/53f4581bdabfaeecd69f18c5,J. Drew Procaccino
http://sdm_lab/53f47195dabfaedf436712c6,Jonathan Roth
http://sdm_lab/540593f2dabfae8faa5e47dc,Luigi Liquori
http://sdm_lab/544071eedabfae805a6beb88,Xiang Li
http://sdm_lab/56017b8545cedb3395e6114b,Daniel Garcia
http://sdm_lab/5440b178dabfae7d84ba60bf,Tracy Camp
http://sdm_lab/53f431c4dabfaee4dc751214,S.S. Wainer
http://sdm_lab/53f45708dabfaee43ecbf2c8,Andreas Grimm
http://sdm_lab/53f466a9dabfaee02ad958de,BjÃ¸rn Kjos-Hanssen
http://sdm_lab/53f42f19dabfaedf4352cb6d,Ari K. JÃ³nsson
http://sdm_lab/5434152ddabfaeb4c6ae0b47,Barry McMullin
http://sdm_lab/53f4559ddabfaeb22f4fdf75,Jiashi Feng
http://sdm_lab/53f45656dabfaec09f2065e6,M. M. Lamego
http://sdm_lab/53f4755adabfaefedbba9b47,O. T. Gatto
http://sdm_lab/53f49647dabfaeb1a7cd2602,Anil Jain
http://sdm_lab/53f55ddbdabfae51c1f8045b,Jamie Callan
http://sdm_lab/56017e2e45cedb3395e64928,Kevin Hammond
http://sdm_lab/53f450a3dabfaedd74e17254,Aman Abdulla
http://sdm_lab/53f44f4ddabfaedd74e11f0f,Ayhan GÃ¼naydin
http://sdm_lab/54083cf3dabfae44f08739a9,Reinhard Wilhelm
http://sdm_lab/53f4307cdabfaee43ebed055,Riccardo Silvestri
http://sdm_lab/53f432e0dabfaeecd693b2f8,Elsa BrÃ©hin
http://sdm_lab/53f4d5f3dabfaeedd1783006,J Herrero
